"CountyID","County","Province","Population","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","y102","y103","y104","y105"
"CT00080","Rodney","Auckland",1513,40,40,38,41,38,38,37,35,33,33,32,30,29,27,27,27,27,27,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,23,23,23,23,23,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,6,6,6,6,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00081","Rotorua","Auckland",804,21,21,20,22,20,21,20,18,18,18,17,16,16,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,14,14,14,14,12,12,12,12,12,9,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00082","Selwyn","Canterbury",616,16,16,15,16,16,15,14,14,14,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00083","Sounds","Marlborough",390,11,11,10,10,10,10,10,9,9,9,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00084","Southland","Southland",11461,296,322,297,304,315,297,291,299,276,278,277,251,253,222,222,223,223,188,179,178,179,179,174,173,173,174,174,176,177,177,177,177,174,175,176,176,176,155,156,156,156,156,125,126,126,126,126,99,100,100,100,100,73,73,73,73,73,64,65,65,65,65,51,52,52,52,52,35,36,36,36,36,25,25,25,25,25,15,15,14,14,14,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0
"CT00085","Springs","Canterbury",838,22,21,21,21,21,20,19,19,18,18,17,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00086","Stratford","Taranaki",2331,64,67,63,60,63,60,59,59,55,55,52,47,49,46,46,46,46,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00087","Taieri","Otago",2959,68,68,68,64,72,67,65,67,63,64,63,60,59,54,54,54,54,50,45,44,45,45,43,42,42,42,42,43,43,43,43,43,46,47,47,47,47,44,45,45,45,45,38,38,38,38,38,32,32,32,32,32,22,22,22,22,22,18,18,18,18,18,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00088","Takaka","Nelson",855,20,22,22,21,21,23,20,21,20,20,19,18,17,15,15,15,15,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00089","Taranaki","Taranaki",2338,64,67,63,61,64,60,59,59,56,55,52,48,49,46,46,47,47,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00090","Tauranga","Auckland",2068,54,55,52,56,52,53,50,47,45,45,44,41,40,38,38,38,38,37,34,34,34,34,33,32,32,32,32,34,34,35,35,35,35,35,35,35,35,31,32,32,32,32,24,24,25,25,25,19,19,20,20,20,13,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00091","Tawera","Canterbury",364,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00092","Thames","Auckland",782,21,21,20,21,20,20,19,18,17,17,17,16,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,13,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00093","Tuapeka","Otago",2287,53,52,52,49,56,52,50,52,49,50,49,46,46,42,42,42,42,38,34,34,34,34,33,33,33,33,33,33,33,33,33,33,36,36,36,36,36,34,35,35,34,34,29,29,29,29,29,24,25,25,25,25,17,17,17,17,17,14,14,14,14,14,12,12,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00094","Uawa","Hawkes.Bay",466,13,12,12,11,10,11,10,10,9,11,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00095","Vincent","Otago",1546,36,36,36,34,38,35,34,35,33,34,33,32,31,28,28,28,28,26,23,23,23,23,22,22,22,22,22,22,22,23,22,22,24,24,24,24,24,23,23,23,23,23,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,9,9,10,10,8,8,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00096","Waiapu","Hawkes.Bay",599,16,16,16,14,14,14,13,13,12,14,11,8,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00097","Waihemo","Otago",647,15,15,15,14,16,15,14,15,14,14,14,13,13,12,12,12,12,11,10,10,10,10,9,9,9,9,9,9,9,10,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
