index,geo_unit,Name,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
170,BR00045,Lyttelton,-43.526945,172.632377,34,36,33,34,33,34,33,33,33,33,32,32,34,29,29,30,30,27,26,26,27,27,26,26,26,26,26,27,27,27,27,27,29,29,29,29,29,26,27,27,26,26,22,22,22,22,22,18,18,18,18,18,13,13,13,13,13,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,BR00046,Marton,-40.06917,175.37833,27,27,27,28,26,26,27,26,25,26,26,26,28,22,22,22,22,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,18,18,18,18,18,14,15,15,14,14,12,12,12,12,12,8,8,8,8,8,6,6,7,7,7,5,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,BR00047,Masterton,-40.95972,175.6575,73,72,68,70,65,69,65,63,66,69,66,62,66,60,61,61,61,62,61,61,61,61,62,62,62,62,62,63,64,64,64,64,65,66,66,66,66,59,59,59,59,59,46,46,46,46,46,36,36,36,36,36,26,26,26,26,26,21,21,21,22,22,16,16,16,16,16,11,11,11,11,11,7,7,7,7,7,5,5,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
173,BR00048,Mataura,-46.183,168.867,12,12,12,12,12,12,12,11,12,12,11,11,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,BR00049,Milton,-46.12083,169.96944,12,12,11,12,13,12,12,12,12,12,12,13,12,12,12,12,12,12,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,BR00050,Morrinsville,-37.65,175.517,14,15,13,15,15,15,13,13,14,13,12,11,12,10,10,10,10,10,11,11,11,11,11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,BR00051,Mosgiel,-45.875,170.347,15,15,15,15,16,15,15,16,15,15,16,16,16,15,15,15,15,15,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,BR00052,Motueka,-41.12333,173.01472,13,16,13,14,14,14,15,15,15,15,14,16,15,12,12,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,10,9,9,9,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,BR00053,Mount Albert,-36.884,174.716,97,98,93,99,100,99,95,92,92,96,95,99,97,91,92,92,92,89,81,82,82,82,79,79,79,80,80,81,83,83,83,83,86,87,87,87,87,79,80,80,80,80,66,66,66,66,66,54,55,55,55,55,40,40,40,40,40,33,33,33,33,33,26,26,26,26,26,19,19,19,19,19,13,14,14,14,14,9,9,9,9,9,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
179,BR00054,Mount Eden,-36.88158,174.76204,125,127,120,127,129,128,123,118,119,124,122,128,125,118,118,119,119,115,105,106,106,106,102,102,102,103,103,105,107,107,107,107,110,112,112,112,112,102,104,103,103,103,85,86,86,86,86,70,71,71,71,71,51,52,52,52,52,42,42,43,43,43,34,34,34,34,34,24,24,24,24,24,17,18,18,18,18,12,12,11,11,11,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
180,BR00055,Napier,-39.4926,176.91233,143,136,139,142,147,148,122,134,146,129,128,116,136,111,111,111,111,99,104,104,104,104,104,104,104,105,105,113,114,114,115,115,113,114,114,114,114,101,102,101,101,101,79,80,80,79,79,63,63,63,63,63,46,46,46,46,46,39,39,39,40,40,31,31,31,31,31,21,21,21,21,21,15,15,15,15,15,11,11,10,10,10,5,4,4,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
181,BR00056,Naseby,-45.016667,170.133333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,BR00057,Nelson,-41.27078,173.28404,83,98,79,87,86,90,92,97,93,93,87,97,96,78,78,78,78,59,56,56,56,56,55,56,56,56,56,53,54,54,54,54,60,60,60,60,60,59,59,59,59,59,51,51,51,51,51,48,48,48,48,48,40,40,40,40,40,33,33,33,33,33,21,21,21,21,21,16,16,16,16,16,14,14,14,14,14,9,9,9,8,8,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
183,BR00058,New Brighton,-43.50962726,172.7303742,34,37,34,35,34,35,34,34,34,34,33,33,34,30,30,30,30,28,27,27,27,27,26,26,26,27,27,27,28,28,28,28,29,30,30,30,30,27,27,27,27,27,22,22,23,22,22,18,18,18,18,18,14,14,14,14,14,11,11,11,11,11,9,9,10,10,10,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,BR00059,New Plymouth,-39.055626,174.075226,117,109,106,98,112,114,119,103,109,115,107,122,129,100,100,100,100,89,86,86,87,87,80,80,80,80,80,77,77,77,78,78,81,82,82,82,82,80,80,80,80,80,62,62,62,62,62,56,56,56,56,56,38,39,39,38,38,34,34,34,34,34,28,28,29,29,29,21,21,21,22,22,15,15,16,16,16,11,11,10,10,10,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
185,BR00060,Newmarket,-36.869862,174.777578,26,27,25,27,27,27,26,25,25,26,26,27,26,25,25,25,25,24,22,22,22,22,21,22,22,22,22,22,23,23,23,23,23,24,24,24,24,22,22,22,22,22,18,18,18,18,18,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,BR00061,Ngaruawahia,-37.66738,175.15554,12,13,11,12,13,12,11,11,12,11,11,9,10,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,BR00062,Northcote,-36.805,174.744,17,18,17,18,18,18,17,16,17,17,17,18,17,16,16,17,17,16,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,BR00063,Oamaru,-45.09746,170.96911,49,49,48,48,53,50,49,51,50,50,50,53,52,49,49,49,49,49,42,42,42,42,38,39,39,39,39,38,38,38,38,38,39,39,39,39,39,38,38,38,38,38,33,33,33,33,33,28,28,28,28,28,21,21,21,21,21,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
189,BR00064,Ohakune,-39.41861,175.39944,16,16,16,16,16,15,16,15,15,16,16,16,17,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,BR00065,Onehunga,-36.9223,174.7838,60,61,58,61,62,62,59,57,58,60,59,62,60,57,57,57,57,55,51,51,51,51,49,50,49,50,50,51,52,52,52,52,53,54,54,54,54,49,50,50,50,50,41,41,41,41,41,34,34,34,34,34,25,25,25,25,25,20,20,21,21,21,16,16,16,16,16,12,12,12,12,12,8,9,9,9,9,6,6,6,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
191,BR00066,Opotiki,-38.00915,177.28706,14,13,12,14,13,13,12,12,11,10,11,11,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,BR00067,Otahuhu,-36.9382,174.84019,24,24,23,24,25,25,24,23,23,24,23,25,24,23,23,23,23,22,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,22,21,21,21,20,20,20,20,20,16,16,16,16,16,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,BR00068,Otaki,-40.75833,175.15,10,10,9,10,9,10,9,9,9,9,9,9,9,8,8,8,8,9,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,BR00069,Paeroa,-37.36667,175.66667,17,19,16,18,19,18,17,16,18,16,15,13,14,12,12,12,12,13,14,14,14,14,13,13,13,14,14,13,13,13,13,13,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,BR00070,Pahiatua,-40.45333,175.84083,15,13,14,13,12,14,12,13,12,12,12,13,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,BR00071,Palmerston,-45.484026,170.715265,9,8,9,8,7,8,7,8,7,7,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,BR00072,Palmerston North,-40.35636,175.61113,175,157,169,153,141,160,142,150,145,144,139,150,141,124,124,124,124,124,120,120,120,120,117,117,117,118,118,121,122,122,122,122,126,126,126,126,126,107,107,107,107,107,84,84,84,84,84,68,68,68,68,68,50,50,50,50,50,40,40,41,41,41,32,32,33,33,33,26,26,26,26,26,16,17,17,17,17,12,11,11,11,11,5,4,4,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
198,BR00073,Patea,-39.75722,174.47667,12,11,11,10,11,12,12,11,11,12,11,13,13,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,BR00074,Petone,-41.22166578,174.8734632,75,73,69,71,66,71,66,64,67,70,67,63,67,62,62,62,62,63,62,62,62,62,63,63,63,64,64,64,65,65,65,65,66,67,67,67,67,60,60,60,60,60,47,47,47,47,47,37,37,37,37,37,27,27,27,27,27,22,22,22,22,22,16,16,16,16,16,11,11,11,11,11,7,7,7,7,7,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
200,BR00075,Picton,-41.29067,174.00801,12,14,12,13,13,13,14,14,14,14,13,14,14,11,11,11,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,BR00076,Port Chalmers,-45.8178,170.6188,22,22,22,22,24,23,22,23,23,23,23,24,24,22,22,22,22,22,19,19,19,19,17,17,17,18,18,17,17,17,17,17,18,18,18,18,18,17,17,17,17,17,15,15,15,15,15,13,13,13,13,13,9,9,9,9,9,8,8,8,8,8,6,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,BR00077,Pukekohe,-37.2,174.95,16,16,16,16,17,17,16,15,15,16,16,17,16,15,15,15,15,15,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,BR00078,Queenstown,-45.03023,168.66271,6,6,6,6,7,7,6,7,7,7,7,7,7,6,6,6,6,6,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,BR00079,Rangiora,-43.30437,172.58356,18,19,17,18,18,18,18,17,18,18,17,17,18,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,BR00080,Riccarton,-43.52998,172.59744,29,31,28,29,29,29,29,28,29,29,28,28,29,25,25,25,25,24,23,23,23,23,22,22,22,22,22,23,23,23,23,23,25,25,25,25,25,23,23,23,23,23,19,19,19,19,19,15,15,15,15,15,11,11,11,11,11,9,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,BR00081,Richmond,-41.3333,173.183,9,11,9,10,9,10,10,11,10,10,10,11,11,9,9,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,BR00082,Riverton,-46.35,168.01667,9,9,9,8,9,9,9,8,9,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,BR00083,Ross,-42.89583,170.81417,6,5,5,5,5,6,5,6,6,5,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,BR00084,Rotorua,-38.13874,176.24516,41,45,38,43,44,42,39,37,41,38,36,31,34,29,29,29,29,30,33,33,33,33,32,32,32,32,32,30,30,30,30,30,32,32,32,32,32,27,27,27,26,26,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,BR00085,Roxburgh,-45.53905,169.3123,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,BR00086,Runanga,-42.4020632,171.2465516,15,14,14,14,14,16,14,16,15,14,15,13,13,10,10,10,10,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,BR00087,Shannon,-40.5472,175.4107,11,10,11,10,9,10,9,10,9,9,9,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,BR00088,St. Kilda,-45.9048,170.5009,52,52,51,51,56,53,52,54,53,53,54,56,55,52,52,52,52,52,44,44,45,45,41,41,41,41,41,40,40,40,40,40,42,42,42,42,42,40,40,40,40,40,35,35,35,35,35,30,30,30,30,30,22,22,22,22,22,18,18,18,18,18,15,15,15,15,15,11,11,11,11,11,8,8,8,8,8,6,6,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
214,BR00089,Stratford,-39.33708,174.28382,32,30,29,26,30,31,32,28,29,31,29,33,35,27,27,27,27,24,23,23,23,23,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,17,17,17,17,17,15,15,15,15,15,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,BR00090,Sumner,-43.57144,172.76447,26,28,26,27,26,27,26,26,26,26,25,25,26,23,23,23,23,22,21,21,21,21,20,20,20,20,20,21,21,21,21,21,23,23,23,23,23,21,21,21,21,21,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,BR00091,Taihape,-39.6777,175.7988055,22,22,21,22,21,21,22,21,20,21,21,21,23,18,18,18,18,14,15,15,15,15,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,BR00092,Takapuna,-36.787,174.772,33,34,32,34,34,34,33,32,32,33,33,34,33,32,32,32,32,31,28,28,28,28,27,27,27,28,28,28,29,29,29,29,30,30,30,30,30,27,28,28,27,27,23,23,23,23,23,19,19,19,19,19,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,BR00093,Tapanui,-45.94332,169.2605276,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,BR00094,Taumarunui,-38.8833,175.2666,22,22,22,23,22,22,22,21,21,22,22,22,23,18,18,18,18,15,16,16,16,16,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,BR00095,Tauranga,-37.68611,176.16667,19,19,18,19,20,20,19,18,18,19,19,20,19,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,16,16,16,16,16,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,6,6,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,BR00096,Te Aroha,-37.533,175.717,22,24,21,23,24,23,21,20,22,21,20,17,19,16,16,16,16,16,18,18,18,18,17,17,17,17,17,16,16,16,16,16,18,18,18,18,18,14,15,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,BR00097,Te Awamutu,-38.00822,175.3302,16,18,15,17,17,17,15,15,16,15,14,12,13,11,11,11,11,12,13,13,13,13,12,12,12,13,13,12,12,12,12,12,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,BR00098,Te Kuiti,-38.332983,175.163456,24,26,22,25,26,25,23,22,24,22,21,18,20,17,17,17,17,17,19,19,19,19,18,18,18,19,19,17,17,17,18,18,19,19,19,19,19,15,15,15,15,15,11,11,11,11,11,8,9,9,8,8,6,6,6,6,6,4,5,5,5,5,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,BR00099,Temuka,-44.2453,171.27786,17,19,18,19,16,18,17,16,17,16,17,16,18,14,14,14,14,11,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,BR00100,Thames,-37.138389,175.5405,50,55,47,53,54,52,48,46,51,47,45,39,42,36,36,36,36,37,40,40,40,40,39,39,39,39,39,37,37,37,37,37,40,40,40,40,40,33,33,33,33,33,23,23,23,23,23,18,18,18,18,18,12,13,13,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,BR00101,Timaru,-44.39672,171.25364,136,148,142,151,131,145,135,130,134,130,136,132,141,109,109,110,110,91,96,96,96,96,86,86,86,87,87,98,99,99,99,99,100,101,101,101,101,97,97,97,97,97,75,75,75,75,75,54,55,55,54,54,44,44,44,44,44,38,38,39,39,39,34,34,34,35,35,24,25,25,25,25,20,20,21,21,21,11,11,11,11,11,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
227,BR00102,Waihi,-37.3833,175.833,41,46,39,44,45,43,40,38,42,39,37,32,35,30,30,30,30,30,33,33,34,34,32,32,32,33,33,31,31,31,31,31,33,33,33,33,33,27,27,27,27,27,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,7,7,7,7,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
