geo_unit,school,name,latitude,longitude,grade_1918,average_attendance_1918,gender,StatutoryLowAge,StatutoryHighAge,number_staff,SchoolCapacity
CT00007,Marama,Awatere,-41.88419888,173.6366844,1,14,Mixed,5,12,1,16
CT00083,Marathon,Sounds,-41.1417,174.0894,1,9,Mixed,5,12,1,10
CT00056,Marlboroughtown,Marlborough,-41.514,173.96,3,69,Mixed,5,12,2,77
CT00056,Marshlands,Marlborough,-41.514,173.96,2,28,Mixed,5,12,1,31
CT00083,Nydia Bay,Sounds,-41.1417,174.0894,1,11,Mixed,5,12,1,12
CT00083,Ocean Bay,Sounds,-41.1417,174.0894,3,45,Mixed,5,12,2,50
CT00056,Okaramio,Marlborough,-41.514,173.96,2,29,Mixed,5,12,1,32
CT00056,Omaka,Marlborough,-41.514,173.96,1,16,Mixed,5,12,1,18
CT00056,Onamalutu,Marlborough,-41.514,173.96,1,17,Mixed,5,12,1,19
CT00056,Opouri Valley,Marlborough,-41.514,173.96,1,11,Mixed,5,12,1,12
CT00056,Pelorus Bridge,Marlborough,-41.514,173.96,2,27,Mixed,5,12,1,30
CT00056,Rapaura,Marlborough,-41.514,173.96,3,43,Mixed,5,12,2,48
CT00056,Renwick,Marlborough,-41.514,173.96,3,68,Mixed,5,12,3,76
CT00056,Riverlands,Marlborough,-41.514,173.96,2,34,Mixed,5,12,1,38
CT00083,Ronga Valley,Sounds,-41.1417,174.0894,1,14,Mixed,5,12,1,16
CT00083,Saratoga Bay,Sounds,-41.1417,174.0894,1,8,Mixed,5,12,1,9
CT00007,Sea View,Awatere,-41.88419888,173.6366844,1,12,Mixed,5,12,1,13
CT00007,Seddon,Awatere,-41.88419888,173.6366844,3,63,Mixed,5,12,3,70
CT00056,Springlands,Marlborough,-41.514,173.96,4,148,Mixed,5,12,6,164
CT00083,Stephens Island,Sounds,-41.1417,174.0894,0,4,Mixed,5,12,1,4
CT00083,Te Rou,Sounds,-41.1417,174.0894,1,11,Mixed,5,12,1,12
CT00083,Titirangi,Sounds,-41.1417,174.0894,0,5,Mixed,5,12,1,6
CT00056,Tuamarina,Marlborough,-41.514,173.96,3,61,Mixed,5,12,2,68
CT00007,Ugbrooke,Awatere,-41.88419888,173.6366844,1,11,Mixed,5,12,1,12
CT00007,Upton Downs,Awatere,-41.88419888,173.6366844,0,1,Mixed,5,12,1,1
CT00056,Waikakaho,Marlborough,-41.514,173.96,0,5,Mixed,5,12,1,6
CT00056,Wairau Bar,Marlborough,-41.514,173.96,1,14,Mixed,5,12,1,16
CT00056,Wairau Pa,Marlborough,-41.514,173.96,1,13,Mixed,5,12,1,14
CT00056,Wairau Valley,Marlborough,-41.514,173.96,2,29,Mixed,5,12,1,32
CT00056,Waireka,Marlborough,-41.514,173.96,0,5,Mixed,5,12,1,6
CT00056,Wantwood,Marlborough,-41.514,173.96,1,11,Mixed,5,12,1,12
CT00007,Ward,Awatere,-41.88419888,173.6366844,3,63,Mixed,5,12,2,70
CT00007,Wharanui,Awatere,-41.88419888,173.6366844,1,15,Mixed,5,12,1,17
CT00056,Woodbank,Marlborough,-41.514,173.96,1,22,Mixed,5,12,1,24
CT00110,Belvedere,Wairarapa South,-41.356,175.372,3,60,Mixed,5,12,3,67
CT00110,Carrington,Wairarapa South,-41.356,175.372,2,22,Mixed,5,12,1,24
CT00110,Clareville,Wairarapa South,-41.356,175.372,3,48,Mixed,5,12,3,53
CT00110,Dalefield,Wairarapa South,-41.356,175.372,3,43,Mixed,5,12,3,48
CT00110,East Taratahi,Wairarapa South,-41.356,175.372,2,21,Mixed,5,12,1,23
CT00110,Longbush,Wairarapa South,-41.356,175.372,2,23,Mixed,5,12,1,26
CT00110,Matarawa,Wairarapa South,-41.356,175.372,2,34,Mixed,5,12,1,38
CT00110,Parkvale,Wairarapa South,-41.356,175.372,3,56,Mixed,5,12,2,62
CT00110,Ponatahi,Wairarapa South,-41.356,175.372,1,21,Mixed,5,12,1,23
CT00110,Waihakeke,Wairarapa South,-41.356,175.372,3,40,Mixed,5,12,2,44
CT00022,Horoeka,Eketahuna,-40.6461889,175.7041691,1,26,Mixed,5,12,1,29
CT00022,Waione,Eketahuna,-40.6461889,175.7041691,2,22,Mixed,5,12,1,24
CT00022,Alfredton,Eketahuna,-40.6461889,175.7041691,2,21,Mixed,5,12,1,23
CT00060,Hastwell,Mauriceville,-40.7749023,175.7017963,3,39,Mixed,5,12,2,43
CT00022,Kaiparoro,Eketahuna,-40.6461889,175.7041691,2,32,Mixed,5,12,1,36
CT00022,Mangamahoe,Eketahuna,-40.6461889,175.7041691,1,12,Mixed,5,12,1,13
CT00070,Mangamaire,Pahiatua,-40.4596526,175.8349216,2,17,Mixed,5,12,1,19
CT00022,Mangaone,Eketahuna,-40.6461889,175.7041691,1,17,Mixed,5,12,1,19
CT00022,Newman,Eketahuna,-40.6461889,175.7041691,3,36,Mixed,5,12,2,40
CT00022,Nireaha,Eketahuna,-40.6461889,175.7041691,3,70,Mixed,5,12,2,78
CT00070,Putara,Pahiatua,-40.4596526,175.8349216,1,16,Mixed,5,12,1,18
CT00022,Rongokokako,Eketahuna,-40.6461889,175.7041691,3,38,Mixed,5,12,2,42
CT00022,Rongomai,Eketahuna,-40.6461889,175.7041691,2,22,Mixed,5,12,1,24
CT00022,Saunders Road,Eketahuna,-40.6461889,175.7041691,1,19,Mixed,5,12,1,21
CT00022,Tane,Eketahuna,-40.6461889,175.7041691,1,17,Mixed,5,12,1,19
CT00022,Waihoki Valley,Eketahuna,-40.6461889,175.7041691,0,7,Mixed,5,12,1,8
CT00026,Cross Creek,Featherston,-41.11687066,175.3257958,3,37,Mixed,5,12,2,41
CT00026,Kahautara,Featherston,-41.11687066,175.3257958,2,31,Mixed,5,12,1,34
CT00026,Kaiwaiwai,Featherston,-41.11687066,175.3257958,3,47,Mixed,5,12,3,52
CT00026,Pirinoa,Featherston,-41.11687066,175.3257958,2,33,Mixed,5,12,1,37
CT00026,South Featherston,Featherston,-41.11687066,175.3257958,3,76,Mixed,5,12,3,84
CT00026,Tauherenikau,Featherston,-41.11687066,175.3257958,2,34,Mixed,5,12,1,38
CT00026,Wairongomai,Featherston,-41.11687066,175.3257958,1,18,Mixed,5,12,1,20
CT00057,Bideford,Masterton,-40.9666628,175.6499974,2,21,Mixed,5,12,1,23
CT00110,Kaitara,Wairarapa South,-41.356,175.372,2,17,Mixed,5,12,1,19
CT00039,Eastern Hutt,Hutt,-41.209164,174.908051,5,325,Mixed,5,12,12,361
CT00039,Epuni,Hutt,-41.209164,174.908051,3,66,Mixed,5,12,2,73
CT00039,Taita,Hutt,-41.209164,174.908051,3,103,Mixed,5,12,2,114
CT00038,Koputaroa (82) and side school (25),Horowhenua,-40.57733,175.38071,3,107,Mixed,5,12,2,119
CT00038,Manakau,Horowhenua,-40.57733,175.38071,3,86,Mixed,5,12,3,96
CT00038,Muhunoa East,Horowhenua,-40.57733,175.38071,1,16,Mixed,5,12,1,18
CT00038,Ohau,Horowhenua,-40.57733,175.38071,3,111,Mixed,5,12,2,123
CT00110,Dyer,Wairarapa South,-41.356,175.372,2,36,Mixed,5,12,1,40
CT00110,Martinborough,Wairarapa South,-41.356,175.372,4,225,Mixed,5,12,4,250
CT00110,Pukenui,Wairarapa South,-41.356,175.372,1,11,Mixed,5,12,1,12
CT00110,Tablelands,Wairarapa South,-41.356,175.372,1,9,Mixed,5,12,1,10
CT00060,Dreyers Rock,Mauriceville,-40.7749023,175.7017963,1,14,Mixed,5,12,1,16
CT00057,Fernridge,Masterton,-40.9666628,175.6499974,3,94,Mixed,5,12,3,104
CT00110,Gladstone,Wairarapa South,-41.356,175.372,3,38,Mixed,5,12,2,42
CT00060,Ihuraua,Mauriceville,-40.7749023,175.7017963,2,23,Mixed,5,12,1,26
CT00057,Kopuaranga,Masterton,-40.9666628,175.6499974,2,26,Mixed,5,12,1,29
CT00057,Lansdowne,Masterton,-40.9666628,175.6499974,5,341,Mixed,5,12,10,379
CT00011,Mangapakeha,Castlepoint,-40.9,176.21667,0,9,Mixed,5,12,1,10
CT00057,Matahiwi,Masterton,-40.9666628,175.6499974,2,22,Mixed,5,12,1,24
CT00060,Mauriceville,Mauriceville,-40.7749023,175.7017963,3,34,Mixed,5,12,2,38
CT00060,Mauriceville West,Mauriceville,-40.7749023,175.7017963,3,43,Mixed,5,12,2,48
CT00057,Mikimiki,Masterton,-40.9666628,175.6499974,2,21,Mixed,5,12,1,23
CT00057,Opaki,Masterton,-40.9666628,175.6499974,2,21,Mixed,5,12,1,23
CT00057,Poroporo,Masterton,-40.9666628,175.6499974,1,16,Mixed,5,12,1,18
CT00057,Rangitumau,Masterton,-40.9666628,175.6499974,1,19,Mixed,5,12,1,21
CT00057,Solway,Masterton,-40.9666628,175.6499974,3,43,Mixed,5,12,2,48
CT00110,Taratahi,Wairarapa South,-41.356,175.372,2,26,Mixed,5,12,1,29
CT00057,Taueru,Masterton,-40.9666628,175.6499974,2,12,Mixed,5,12,1,13
CT00057,Te Ore Ore,Masterton,-40.9666628,175.6499974,3,50,Mixed,5,12,2,56
CT00057,Te Wharau,Masterton,-40.9666628,175.6499974,1,9,Mixed,5,12,1,10
CT00057,Te Whiti,Masterton,-40.9666628,175.6499974,1,11,Mixed,5,12,1,12
CT00057,Waingawa,Masterton,-40.9666628,175.6499974,2,36,Mixed,5,12,1,40
CT00011,Whareama,Castlepoint,-40.9,176.21667,3,32,Mixed,5,12,2,36
CT00039,Reikorangi,Hutt,-41.209164,174.908051,2,34,Mixed,5,12,1,38
CT00038,Te Horo,Horowhenua,-40.57733,175.38071,3,91,Mixed,5,12,2,101
CT00038,Waihoanga,Horowhenua,-40.57733,175.38071,2,24,Mixed,5,12,1,27
CT00002,Akitio,Akitio,-40.6,176.417,1,8,Mixed,5,12,1,9
CT00070,Ballance,Pahiatua,-40.4596526,175.8349216,3,44,Mixed,5,12,3,49
CT00022,Hamua,Eketahuna,-40.6461889,175.7041691,3,44,Mixed,5,12,2,49
CT00070,Hinemoa,Pahiatua,-40.4596526,175.8349216,0,10,Mixed,5,12,1,11
CT00022,Hukanui,Eketahuna,-40.6461889,175.7041691,3,45,Mixed,5,12,2,50
CT00070,Kaitawa,Pahiatua,-40.4596526,175.8349216,2,19,Mixed,5,12,1,21
CT00070,Kakariki,Pahiatua,-40.4596526,175.8349216,2,27,Mixed,5,12,1,30
CT00070,Kohiku,Pahiatua,-40.4596526,175.8349216,0,6,Mixed,5,12,1,7
CT00070,Kohinui,Pahiatua,-40.4596526,175.8349216,1,15,Mixed,5,12,1,17
CT00070,Konini,Pahiatua,-40.4596526,175.8349216,3,62,Mixed,5,12,2,69
CT00070,Korora (14) and Pukehinau (19),Pahiatua,-40.4596526,175.8349216,2,33,Mixed,5,12,1,37
CT00070,Makairo,Pahiatua,-40.4596526,175.8349216,1,14,Mixed,5,12,1,16
CT00070,Makomako,Pahiatua,-40.4596526,175.8349216,2,23,Mixed,5,12,1,26
CT00070,Maku,Pahiatua,-40.4596526,175.8349216,1,14,Mixed,5,12,1,16
CT00070,Makuri,Pahiatua,-40.4596526,175.8349216,2,29,Mixed,5,12,1,32
CT00070,Maungahao,Pahiatua,-40.4596526,175.8349216,1,15,Mixed,5,12,1,17
CT00070,Mangarama,Pahiatua,-40.4596526,175.8349216,2,17,Mixed,5,12,1,19
CT00070,Mangatainoka,Pahiatua,-40.4596526,175.8349216,3,94,Mixed,5,12,3,104
CT00070,Marima,Pahiatua,-40.4596526,175.8349216,1,18,Mixed,5,12,1,20
CT00070,Ngaturi,Pahiatua,-40.4596526,175.8349216,1,16,Mixed,5,12,1,18
CT00070,Nikau,Pahiatua,-40.4596526,175.8349216,1,10,Mixed,5,12,1,11
CT00002,Pongaroa,Akitio,-40.6,176.417,3,61,Mixed,5,12,2,68
CT00070,Puketoi,Pahiatua,-40.4596526,175.8349216,1,23,Mixed,5,12,1,26
CT00002,Rakaunui,Akitio,-40.6,176.417,1,20,Mixed,5,12,1,22
CT00070,Ruawhata,Pahiatua,-40.4596526,175.8349216,2,23,Mixed,5,12,1,26
CT00070,Scarborough,Pahiatua,-40.4596526,175.8349216,3,66,Mixed,5,12,2,73
CT00038,Tokomaru,Horowhenua,-40.57733,175.38071,4,116,Mixed,5,12,6,129
CT00083,Black Rock,Sounds,-41.1417,174.0894,0,6,Mixed,5,12,1,7
CT00083,Coniston,Sounds,-41.1417,174.0894,0,8,Mixed,5,12,1,9
CT00083,Endeavour Inlet,Sounds,-41.1417,174.0894,1,9,Mixed,5,12,1,10
CT00083,Fitzroy Bay,Sounds,-41.1417,174.0894,0,2,Mixed,5,12,1,2
CT00056,Havelock Surburban,Marlborough,-41.514,173.96,1,13,Mixed,5,12,1,14
CT00083,Hitaua,Sounds,-41.1417,174.0894,0,4,Mixed,5,12,1,4
CT00083,Hurituni,Sounds,-41.1417,174.0894,0,6,Mixed,5,12,1,7
CT00056,Manaroa,Marlborough,-41.514,173.96,0,4,Mixed,5,12,1,4
CT00083,Maude Island,Sounds,-41.1417,174.0894,0,6,Mixed,5,12,1,7
CT00083,Nopera Bay,Sounds,-41.1417,174.0894,1,14,Mixed,5,12,1,16
CT00083,Ohana,Sounds,-41.1417,174.0894,0,3,Mixed,5,12,1,3
CT00083,Onauku,Sounds,-41.1417,174.0894,1,10,Mixed,5,12,1,11
CT00083,Resolution Bay,Sounds,-41.1417,174.0894,0,9,Mixed,5,12,1,10
CT00083,Rocks,Sounds,-41.1417,174.0894,0,2,Mixed,5,12,1,2
CT00083,Te Weka,Sounds,-41.1417,174.0894,1,11,Mixed,5,12,1,12
CT00083,Tira Ora,Sounds,-41.1417,174.0894,0,6,Mixed,5,12,1,7
CT00083,Waikawa Pah,Sounds,-41.1417,174.0894,2,25,Mixed,5,12,1,28
CT00083,Waitaria,Sounds,-41.1417,174.0894,1,13,Mixed,5,12,1,14
CT00083,Whareatea Bay,Sounds,-41.1417,174.0894,1,10,Mixed,5,12,1,11
CT00083,Wharehunga,Sounds,-41.1417,174.0894,0,2,Mixed,5,12,1,2
CT00002,Akaroa Road,Akitio,-40.6,176.417,1,9,Mixed,5,12,1,10
CT00083,Bulwer,Sounds,-41.1417,174.0894,0,7,Mixed,5,12,1,8
CT00011,Castlepoint,Castlepoint,-40.9,176.21667,1,14,Mixed,5,12,1,16
CT00083,Catherine's Cove,Sounds,-41.1417,174.0894,0,3,Mixed,5,12,1,3
CT00039,Judgeford,Hutt,-41.209164,174.908051,1,12,Mixed,5,12,1,13
CT00039,Kaitoke,Hutt,-41.209164,174.908051,1,12,Mixed,5,12,1,13
CT00039,Karapoti,Hutt,-41.209164,174.908051,1,17,Mixed,5,12,1,19
CT00039,Korokoro North,Hutt,-41.209164,174.908051,3,55,Mixed,5,12,3,61
CT00051,Makara,Makara,-41.2512123,174.7136094,1,11,Mixed,5,12,1,12
CT00038,Makerua,Horowhenua,-40.57733,175.38071,2,20,Mixed,5,12,1,22
CT00039,Mangaroa,Hutt,-41.209164,174.908051,2,29,Mixed,5,12,1,32
CT00083,Ngamuka,Sounds,-41.1417,174.0894,0,2,Mixed,5,12,1,2
CT00039,Normandale,Hutt,-41.209164,174.908051,2,23,Mixed,5,12,1,26
CT00051,Ohariu,Makara,-41.2512123,174.7136094,3,44,Mixed,5,12,2,49
CT00039,Paekakariki,Hutt,-41.209164,174.908051,3,56,Mixed,5,12,3,62
CT00051,Pahautanui,Makara,-41.2512123,174.7136094,3,32,Mixed,5,12,3,36
CT00039,Paraparaumu,Hutt,-41.209164,174.908051,3,79,Mixed,5,12,2,88
CT00039,Plimmerton,Hutt,-41.209164,174.908051,3,57,Mixed,5,12,2,63
CT00051,Porirua,Makara,-41.2512123,174.7136094,3,102,Mixed,5,12,2,113
CT00083,Pukatea Bay,Sounds,-41.1417,174.0894,0,9,Mixed,5,12,1,10
CT00083,St. Lawerence,Sounds,-41.1417,174.0894,0,8,Mixed,5,12,1,9
CT00026,Spring Grove,Featherston,-41.11687066,175.3257958,0,4,Mixed,5,12,1,4
CT00039,Stokes Valley,Hutt,-41.209164,174.908051,1,10,Mixed,5,12,1,11
CT00051,Takapu,Makara,-41.2512123,174.7136094,1,8,Mixed,5,12,1,9
CT00051,Tawa Flat,Makara,-41.2512123,174.7136094,2,26,Mixed,5,12,1,29
CT00039,Te Marua,Hutt,-41.209164,174.908051,3,43,Mixed,5,12,3,48
CT00039,Upper Hutt,Hutt,-41.209164,174.908051,5,342,Mixed,5,12,7,380
CT00038,Waikanae,Horowhenua,-40.57733,175.38071,3,65,Mixed,5,12,2,72
CT00083,Waikawa Bay,Sounds,-41.1417,174.0894,0,5,Mixed,5,12,1,6
CT00039,Wainuiomata,Hutt,-41.209164,174.908051,2,27,Mixed,5,12,1,30
CT00083,Waitai,Sounds,-41.1417,174.0894,0,2,Mixed,5,12,1,2
CT00039,Wallaceville,Hutt,-41.209164,174.908051,1,18,Mixed,5,12,1,20
CT00039,Whiteman's Valley,Hutt,-41.209164,174.908051,1,23,Mixed,5,12,1,26
BR00005,Bayfield,Auckland,-36.86667,174.76667,7,660,Mixed,5,12,12,733
BR00005,Beresford Street Auckland,Auckland,-36.86667,174.76667,7,587,Mixed,5,12,11,652
BR00011,Cambridge District High School Primary (310) Secondary (23),Cambridge,-37.87822,175.4402,5,333,Mixed,5,18,11,370
BR00016,Dargaville,Dargaville,-35.93833,173.87167,5,272,Mixed,5,12,10,302
BR00017,Devonport,Devonport,-36.831667,174.796278,7,788,Mixed,5,12,11,876
BR00005,Grafton,Auckland,-36.86667,174.76667,7,606,Mixed,5,12,11,673
BR00005,Grey Lynn,Auckland,-36.86667,174.76667,7,669,Mixed,5,12,12,743
BR00031,Hamilton East,Hamilton,-37.783,175.283,6,504,Mixed,5,12,13,560
BR00031,Hamilton West,Hamilton,-37.783,175.283,7,649,Mixed,5,12,15,721
BR00054,Maungawhau,Mount Eden,-36.88158,174.76204,7,698,Mixed,5,12,13,776
BR00050,Morrinsville,Morrinsville,-37.65,175.517,5,261,Mixed,5,12,9,290
BR00053,Mount Albert,Mount Albert,-36.884,174.716,7,660,Mixed,5,12,14,733
BR00054,Mount Eden,Mount Eden,-36.88158,174.76204,7,856,Mixed,5,12,19,951
BR00005,Napier Street Auckland,Auckland,-36.86667,174.76667,7,608,Mixed,5,12,13,676
BR00005,Nelson Street Auckland,Auckland,-36.86667,174.76667,7,446,Mixed,5,12,14,496
BR00060,Newmarket,Newmarket,-36.869862,174.777578,6,481,Mixed,5,12,18,534
BR00005,Newton East,Auckland,-36.86667,174.76667,7,801,Mixed,5,12,20,890
BR00005,Newton West,Auckland,-36.86667,174.76667,7,681,Mixed,5,12,14,757
BR00061,Ngaruawahia,Ngaruawahia,-37.66738,175.15554,5,288,Mixed,5,12,11,320
BR00062,Northcote (517) and Side School (92),Northcote,-36.805,174.744,7,609,Mixed,5,12,17,677
BR00065,Onehunga,Onehunga,-36.9223,174.7838,7,722,Mixed,5,12,18,802
BR00066,Opotiki,Opotiki,-38.00915,177.28706,4,231,Mixed,5,12,7,257
BR00067,Otahuhu,Otahuhu,-36.9382,174.84019,6,506,Mixed,5,12,11,562
BR00069,Paeroa District High School - Primary (347) Secondary (18),Paeroa,-37.36667,175.66667,5,365,Mixed,5,18,9,406
BR00005,Parnell,Auckland,-36.86667,174.76667,7,614,Mixed,5,12,16,682
BR00005,Ponsonby,Auckland,-36.86667,174.76667,7,697,Mixed,5,12,11,774
BR00077,Pukekohe District High School Primary (302) Secondary (61),Pukekohe,-37.2,174.95,52,363,Mixed,5,18,NA,403
BR00005,Remuera,Auckland,-36.86667,174.76667,7,658,Mixed,5,12,19,731
BR00005,Richmond Road Auckland,Auckland,-36.86667,174.76667,7,725,Mixed,5,12,14,806
BR00005,Richmond West,Auckland,-36.86667,174.76667,4,215,Mixed,5,12,6,239
BR00084,Rotorua District High School Primary (344) secondary (19),Rotorua,-38.13874,176.24516,5,363,Mixed,5,18,9,403
BR00092,Takapuna,Takapuna,-36.787,174.772,5,299,Mixed,5,12,8,332
BR00095,Tauranga District High School Primary (349) Secondary (53),Tauranga,-37.68611,176.16667,5,402,Mixed,5,18,11,447
BR00096,Te Aroha,Te Aroha,-37.533,175.717,5,253,Mixed,5,12,7,281
BR00097,Te Awamutu,Te Awamutu,-38.00822,175.3302,4,235,Mixed,5,12,7,261
BR00098,Te Kuiti District High School Primary (417) Secondary (41),Te Kuiti,-38.332983,175.163456,6,458,Mixed,5,18,13,509
BR00100,Thames Central,Thames,-37.138389,175.5405,6,475,Mixed,5,12,11,528
BR00100,Thames South,Thames,-37.138389,175.5405,5,326,Mixed,5,12,8,362
BR00102,Waihi District High School Primary (352) Secondary (49),Waihi,-37.3833,175.833,6,401,Mixed,5,18,20,446
BR00102,Waihi East,Waihi,-37.3833,175.833,5,215,Mixed,5,12,9,239
BR00102,Waihi South,Waihi,-37.3833,175.833,5,249,Mixed,5,12,7,277
BR00113,Whakatane,Whakatane,-37.9585,176.985,4,253,Mixed,5,12,6,281
BR00114,Whangarei,Whangarei,-35.73167,174.32391,6,462,Mixed,5,12,11,513
BR00005,Normal District High School and five model schools at training college - Normal Primary (353) Model Schools etc.,Auckland,-36.86667,174.76667,6,453,Mixed,5,18,16,503
CT00080,Ahuroa Nos 1 (7) and 2 (9),Rodney,-36.539,174.528,1,16,Mixed,5,12,1,18
CT00028,Aka Aka,Franklin,-37.201744,174.90514,3,53,Mixed,5,12,2,59
CT00114,Albany,Waitemata,-36.75,174.67,3,39,Mixed,5,12,2,43
CT00080,Albertland North (14) and Hoteo North (20),Rodney,-36.539,174.528,2,34,Mixed,5,12,1,38
CT00106,Alexandra,Waipa,-37.986,175.421,3,85,Mixed,5,12,2,94
CT00055,Alfriston,Manukau,-36.99282,174.87986,3,39,Mixed,5,12,2,43
CT00017,Amodeo Bay Nos. 1 (9) and 2 (8),Coromandel,-36.761287,175.4981278,1,17,Mixed,5,12,1,19
CT00036,Aoroa,Hobson,-35.9396,173.8726,3,50,Mixed,5,12,3,56
CT00037,Aranga,Hokianga,-35.5258,173.3786,2,11,Mixed,5,12,1,12
CT00008,Arapae,Bay of Islands,-35.2,174.166667,1,14,Mixed,5,12,1,16
CT00037,Araparara (10) and Mangakura (9),Hokianga,-35.5258,173.3786,2,19,Mixed,5,12,1,21
CT00036,Arapohue,Hobson,-35.9396,173.8726,3,58,Mixed,5,12,2,64
CT00028,Ararimu (11) and Paparimu (12),Franklin,-37.201744,174.90514,1,23,Mixed,5,12,1,26
CT00068,Ararua,Otamatea,-36.09833,174.23944,2,30,Mixed,5,12,1,33
CT00036,Aratapu District High School Primary (100) Secondary (23),Hobson,-35.9396,173.8726,4,123,Mixed,5,18,5,137
CT00115,Aratoro,Waitomo,-38.2615305,175.1145451,2,21,Mixed,5,12,1,23
CT00055,Ardmore,Manukau,-36.99282,174.87986,3,46,Mixed,5,12,3,51
CT00115,Aria,Waitomo,-38.2615305,175.1145451,2,21,Mixed,5,12,1,23
CT00064,Avoca,Ohinemuri,-37.379448,175.669424,2,27,Mixed,5,12,1,30
CT00020,Avondale (475) and side school (32),Eden,-36.88158,174.76204,7,507,Mixed,5,12,19,563
CT00122,Awakeri,Whakatane,-37.95855,176.98545,2,19,Mixed,5,12,1,21
CT00008,Awaroa (10) and Matira (8),Bay of Islands,-35.2,174.166667,1,18,Mixed,5,12,1,20
CT00028,Awitu Central,Franklin,-37.201744,174.90514,2,20,Mixed,5,12,1,22
CT00028,Awitu No. 2,Franklin,-37.201744,174.90514,1,13,Mixed,5,12,1,14
CT00114,Belmont,Waitemata,-36.75,174.67,4,213,Mixed,5,12,5,237
CT00068,Bickerstaffe,Otamatea,-36.09833,174.23944,1,19,Mixed,5,12,1,21
CT00114,Birkdale,Waitemata,-36.75,174.67,3,100,Mixed,5,12,3,111
CT00028,Bombay,Franklin,-37.201744,174.90514,3,100,Mixed,5,12,3,111
CT00124,Bream Tail (5) and Waipu Cove (18),Whangarei,-35.73167,174.32391,2,23,Mixed,5,12,1,26
CT00080,Brighams Creek,Rodney,-36.539,174.528,2,32,Mixed,5,12,1,36
CT00037,Broadwood,Hokianga,-35.5258,173.3786,2,24,Mixed,5,12,1,27
CT00055,Brookby,Manukau,-36.99282,174.87986,1,19,Mixed,5,12,1,21
CT00124,Brynavon (12) and Whareora (11),Whangarei,-35.73167,174.32391,1,23,Mixed,5,12,1,26
CT00068,Brynderwyn,Otamatea,-36.09833,174.23944,2,21,Mixed,5,12,1,23
CT00028,Buckland,Franklin,-37.201744,174.90514,3,79,Mixed,5,12,2,88
CT00017,Cabbage Bay,Coromandel,-36.761287,175.4981278,3,40,Mixed,5,12,3,44
CT00106,Cambridge Road,Waipa,-37.986,175.421,1,15,Mixed,5,12,1,17
CT00106,Cambridge West,Waipa,-37.986,175.421,3,106,Mixed,5,12,2,118
CT00017,Cape Colvillw,Coromandel,-36.761287,175.4981278,0,6,Mixed,5,12,1,7
CT00077,Churchill,Raglan,-37.79931138,174.8783946,1,18,Mixed,5,12,1,20
CT00055,Clevedon,Manukau,-36.99282,174.87986,3,72,Mixed,5,12,2,80
CT00017,Coromandel District High School Primary (148) Secondary (17),Coromandel,-36.761287,175.4981278,4,165,Mixed,5,18,7,183
CT00080,Dacre's (19) and Tawharanui (16),Rodney,-36.539,174.528,2,35,Mixed,5,12,1,39
CT00114,Dairy Flat (19) and Fernilea (9),Waitemata,-36.75,174.67,2,28,Mixed,5,12,1,31
CT00080,Dome Valley,Rodney,-36.539,174.528,3,29,Mixed,5,12,2,32
CT00028,Drury,Franklin,-37.201744,174.90514,3,55,Mixed,5,12,3,61
CT00055,East Tamaki,Manukau,-36.99282,174.87986,3,38,Mixed,5,12,3,42
CT00020,Edendale,Eden,-36.88158,174.76204,7,699,Mixed,5,12,18,777
CT00020,Epsom,Eden,-36.88158,174.76204,7,563,Mixed,5,12,18,626
CT00098,Eureka,Waikato,-37.6190862,175.023346,3,47,Mixed,5,12,2,52
CT00061,Fariburn's Road,Mongonui,-34.9940621,173.5289181,1,19,Mixed,5,12,1,21
CT00055,Flat Bush,Manukau,-36.99282,174.87986,2,32,Mixed,5,12,1,36
CT00106,Frankton,Waipa,-37.986,175.421,5,309,Mixed,5,12,10,343
CT00124,Glenbervie,Whangarei,-35.73167,174.32391,2,24,Mixed,5,12,1,27
CT00028,Glenbrook,Franklin,-37.201744,174.90514,3,46,Mixed,5,12,2,51
CT00114,Glenfield,Waitemata,-36.75,174.67,3,54,Mixed,5,12,2,60
CT00077,Glen Massey,Raglan,-37.79931138,174.8783946,3,60,Mixed,5,12,3,67
CT00077,Glen Murray (12) and Opouatia (17),Raglan,-37.79931138,174.8783946,2,29,Mixed,5,12,1,32
CT00075,Goodwood,Piako,-37.68545,175.67254,3,44,Mixed,5,12,2,49
CT00075,Gordon,Piako,-37.68545,175.67254,1,25,Mixed,5,12,1,28
CT00098,Gordonton,Waikato,-37.6190862,175.023346,3,62,Mixed,5,12,2,69
CT00092,Graham's Fern,Thames,-37.13633279,175.5358312,3,21,Mixed,5,12,2,23
CT00114,Great Barrier (7) and Katherine Bay (17),Waitemata,-36.75,174.67,2,24,Mixed,5,12,1,27
CT00114,Greenhithe (12) and Long Bay (11),Waitemata,-36.75,174.67,2,23,Mixed,5,12,1,26
CT00090,Greerton,Tauranga,-37.68611,176.16667,3,39,Mixed,5,12,2,43
CT00092,Gumtown (11) and Whenuakite (10),Thames,-37.13633279,175.5358312,1,21,Mixed,5,12,1,23
CT00068,Hakaru (14) and Tara Road (17),Otamatea,-36.09833,174.23944,3,31,Mixed,5,12,2,34
CT00115,Hangatiki,Waitomo,-38.2615305,175.1145451,3,84,Mixed,5,12,2,93
CT00028,Harrisville,Franklin,-37.201744,174.90514,3,84,Mixed,5,12,3,93
